snr_db,sigma_step_hz,trial_index,trajectory_seed,noise_seed,decoded_success,decoded_message,reported_snr,reported_drift,reported_frequency,max_abs_frequency_hz,frequency_rms_hz,frequency_peak_to_peak_hz,max_abs_phase_rad,phase_rms_rad,phase_peak_to_peak_rad,final_phase_rad,fitted_constant_hz,fitted_linear_coefficient,runtime_seconds
-30.0,0.01,12,2026100512,2026100612,1,K1ABC FN42 33,-30,0,10.140200,0.0588995792971783,0.026575421967579192,0.10227630897438411,3.25105944850824,1.707378103369667,5.753457251511459,-4.0436100648411077e-13,-0.037461298826191966,-0.06484646259852579,0.07026171399957093
-30.0,0.01,13,2026100513,2026100613,1,K1ABC FN42 33,-29,0,10.140200,0.0761740321710283,0.02299601561900943,0.12670408800537308,2.7617546197154526,1.6726694246114702,5.429922567165904,-1.206968552880383e-13,0.20182875800336855,0.16058370757001986,0.08673175599869865
-30.0,0.01,16,2026100516,2026100616,1,K1ABC FN42 33,-29,0,10.140200,0.06306461781848977,0.025905026832833595,0.1197641989769018,3.0466477716420557,1.2927867238048134,5.079017690193725,-2.2438756581977248e-13,0.06686557847939952,0.10139125951293149,0.049726104000001214
-30.0,0.01,11,2026100511,2026100611,1,K1ABC FN42 33,-30,0,10.140200,0.07279257583863183,0.026257378657913624,0.12573385298093862,3.5818194544152053,1.7309090912381129,5.963331903445557,-2.1219267662409003e-13,0.017596298582874894,0.008663498121572726,0.29790295100065123
-30.0,0.01,14,2026100514,2026100614,1,K1ABC FN42 33,-30,0,10.140200,0.0675527471782344,0.029507995544240086,0.13228518820261714,4.666712095880341,2.3213876211478306,6.994184625704719,8.913703108959226e-14,-0.13962564683159073,-0.08816167406695423,0.25658802300131356
-30.0,0.01,17,2026100517,2026100617,1,K1ABC FN42 33,-30,0,10.140200,0.07877606437454332,0.036011192510548996,0.1558260584337431,5.095661849683089,2.421303836358817,8.162394777121019,2.674406919880856e-13,-0.007269135610598812,0.0037416792838888013,0.2817042719998426
-30.0,0.01,20,2026100520,2026100620,1,K1ABC FN42 33,-30,0,10.140200,0.07099555090908471,0.026211017852887576,0.12457374751596026,3.207040371618591,1.2768215223238226,4.618673871484264,3.337668683101036e-13,0.022763809990257764,0.003668289016010658,0.05318162099865731
-30.0,0.01,19,2026100519,2026100619,1,K1ABC FN42 33,-30,0,10.140200,0.05561724441334631,0.02240150848270471,0.10161621914215352,2.2863486344294484,1.202488898271592,4.394163439004857,-2.5607163958718537e-13,-0.04690586953320641,-0.04169798385041233,0.24802095300037763
-30.0,0.01,18,2026100518,2026100618,1,K1ABC FN42 33,-30,0,10.140200,0.10378842523802687,0.03669355226944312,0.16746022732254418,3.853755744354253,2.495425355994515,7.579187607550473,-3.4854454392108103e-13,-0.06772961435933367,-0.07855290171864619,0.25751429900083167
-30.0,0.01,15,2026100515,2026100615,0,,,,,0.13480703300981134,0.05112862268337331,0.22367259948365942,7.801002556243986,5.210925327871413,15.44701443337936,-6.008583387784316e-13,-0.17121085257393712,-0.13499439444027045,0.5290279800010467
-30.0,0.01,23,2026100523,2026100623,1,K1ABC FN42 33,-30,0,10.140200,0.04804188084557121,0.01858831465437167,0.0878259989226168,1.2990832722340158,0.674560351861808,2.3836724457342156,1.6958842370771304e-13,0.03227913348205269,-0.007504984594992894,0.12424290799935989
-30.0,0.01,24,2026100524,2026100624,1,K1ABC FN42 33,-30,0,10.140200,0.059952431848683915,0.022971631291215388,0.11741140552826858,3.047514616946032,1.5916092097724717,5.804617431538167,-4.2457736545292724e-14,-0.031103939822576043,5.347008677606121e-05,0.11833575000127894
-30.0,0.01,25,2026100525,2026100625,1,K1ABC FN42 33,-30,0,10.140200,0.070938800642103,0.024120396986628365,0.11500252128639499,2.7803826449891336,1.4175183892331111,4.61074482613608,-9.476938006049151e-14,-0.007839879198568022,0.06309892144353499,0.09266537899929972
-30.0,0.01,26,2026100526,2026100626,1,K1ABC FN42 33,-30,0,10.140200,0.08105389081608357,0.04185976853850245,0.16178707199488201,7.214400123148817,4.113763586594497,12.014323893490005,-2.7739963104345122e-14,0.09961210489296951,0.06122586044558038,0.07299099800002296
-30.0,0.01,27,2026100527,2026100627,1,K1ABC FN42 33,-30,0,10.140200,0.05579809519207696,0.017893954773141596,0.10730914788674044,2.2191013524976833,1.19438231620416,4.253737269857551,2.3786246410029133e-13,-0.045453573696895185,0.008752986041827419,0.06574851900040812
-30.0,0.01,21,2026100521,2026100621,0,,,,,0.07304268489153215,0.02658710789224622,0.1311446295006397,2.7972070247780696,1.3518634225444492,4.879025328536283,-3.5713619561672516e-13,0.00354171717280924,0.004558712360303101,0.5593680340007268
