message,callsign,grid,power,condition,snr_db,linear_drift_hz,quadratic_residual_hz,trial_index,noise_seed,decoded_success,decoded_message,reported_snr,reported_drift,runtime_seconds
VK2ZZ QF56 23,VK2ZZ,QF56,23,awgn,-31.5,0.0,0.0,6,2026102006,0,,,,0.03659241000000435
VK2ZZ QF56 23,VK2ZZ,QF56,23,awgn,-31.5,0.0,0.0,5,2026102005,1,VK2ZZ QF56 23,-33,0,0.15185756900000058
VK2ZZ QF56 23,VK2ZZ,QF56,23,awgn,-31.5,0.0,0.0,4,2026102004,1,VK2ZZ QF56 23,-34,0,0.23768484200000017
VK2ZZ QF56 23,VK2ZZ,QF56,23,awgn,-31.5,0.0,0.0,3,2026102003,0,,,,0.5104314820000013
VK2ZZ QF56 23,VK2ZZ,QF56,23,awgn,-31.5,0.0,0.0,7,2026102007,0,,,,0.5129424570000012
VK2ZZ QF56 23,VK2ZZ,QF56,23,awgn,-31.5,0.0,0.0,8,2026102008,0,,,,0.5017160780000012
VK2ZZ QF56 23,VK2ZZ,QF56,23,awgn,-31.5,0.0,0.0,10,2026102010,1,VK2ZZ QF56 23,-30,0,0.33123006900000007
VK2ZZ QF56 23,VK2ZZ,QF56,23,awgn,-31.5,0.0,0.0,9,2026102009,0,,,,0.514960434999999
VK2ZZ QF56 23,VK2ZZ,QF56,23,awgn,-31.5,0.0,0.0,12,2026102012,1,VK2ZZ QF56 23,-33,0,0.14592174100000221
VK2ZZ QF56 23,VK2ZZ,QF56,23,awgn,-31.5,0.0,0.0,13,2026102013,1,VK2ZZ QF56 23,-30,0,0.340813150999999
VK2ZZ QF56 23,VK2ZZ,QF56,23,awgn,-31.5,0.0,0.0,15,2026102015,1,VK2ZZ QF56 23,-31,0,0.24639949999999544
VK2ZZ QF56 23,VK2ZZ,QF56,23,awgn,-31.5,0.0,0.0,14,2026102014,1,VK2ZZ QF56 23,-32,0,0.3426786980000003
VK2ZZ QF56 23,VK2ZZ,QF56,23,awgn,-31.5,0.0,0.0,11,2026102011,0,,,,0.5152604570000037
VK2ZZ QF56 23,VK2ZZ,QF56,23,awgn,-31.5,0.0,0.0,18,2026102018,1,VK2ZZ QF56 23,-32,0,0.2454800739999996
VK2ZZ QF56 23,VK2ZZ,QF56,23,awgn,-31.5,0.0,0.0,16,2026102016,0,,,,0.41361065399999575
VK2ZZ QF56 23,VK2ZZ,QF56,23,awgn,-31.5,0.0,0.0,19,2026102019,1,VK2ZZ QF56 23,-32,0,0.3244014770000021
VK2ZZ QF56 23,VK2ZZ,QF56,23,awgn,-31.5,0.0,0.0,17,2026102017,0,,,,0.4862117540000028
VK2ZZ QF56 23,VK2ZZ,QF56,23,awgn,-31.5,0.0,0.0,21,2026102021,1,VK2ZZ QF56 23,-33,0,0.150945636000003
VK2ZZ QF56 23,VK2ZZ,QF56,23,awgn,-31.5,0.0,0.0,24,2026102024,0,,,,0.0360719229999944
VK2ZZ QF56 23,VK2ZZ,QF56,23,awgn,-31.5,0.0,0.0,20,2026102020,1,VK2ZZ QF56 23,-32,0,0.31542375899999797
VK2ZZ QF56 23,VK2ZZ,QF56,23,awgn,-31.5,0.0,0.0,22,2026102022,1,VK2ZZ QF56 23,-31,0,0.22984052500000018
VK2ZZ QF56 23,VK2ZZ,QF56,23,awgn,-31.5,0.0,0.0,25,2026102025,1,VK2ZZ QF56 23,-31,0,0.13536262699999924
VK2ZZ QF56 23,VK2ZZ,QF56,23,awgn,-31.5,0.0,0.0,23,2026102023,1,VK2ZZ QF56 23,-31,0,0.2883545279999993
VK2ZZ QF56 23,VK2ZZ,QF56,23,awgn,-31.5,0.0,0.0,27,2026102027,1,VK2ZZ QF56 23,-33,0,0.24995062700000403
VK2ZZ QF56 23,VK2ZZ,QF56,23,awgn,-31.5,0.0,0.0,26,2026102026,0,,,,0.4179482710000002
VK2ZZ QF56 23,VK2ZZ,QF56,23,awgn,-31.5,0.0,0.0,29,2026102029,1,VK2ZZ QF56 23,-32,0,0.2474236360000006
VK2ZZ QF56 23,VK2ZZ,QF56,23,awgn,-31.5,0.0,0.0,28,2026102028,0,,,,0.520727192999999
VK2ZZ QF56 23,VK2ZZ,QF56,23,awgn,-31.5,0.0,0.0,31,2026102031,1,VK2ZZ QF56 23,-31,0,0.23569406500000412
VK2ZZ QF56 23,VK2ZZ,QF56,23,awgn,-31.5,0.0,0.0,30,2026102030,1,VK2ZZ QF56 23,-32,0,0.33121683299999916
VK2ZZ QF56 23,VK2ZZ,QF56,23,awgn,-31.5,0.0,0.0,34,2026102034,0,,,,0.04194055399999996
VK2ZZ QF56 23,VK2ZZ,QF56,23,awgn,-31.5,0.0,0.0,33,2026102033,1,VK2ZZ QF56 23,-32,0,0.2384239980000018
VK2ZZ QF56 23,VK2ZZ,QF56,23,awgn,-31.5,0.0,0.0,32,2026102032,0,,,,0.5075816900000021
VK2ZZ QF56 23,VK2ZZ,QF56,23,awgn,-31.5,0.0,0.0,35,2026102035,0,,,,0.5017964399999997
VK2ZZ QF56 23,VK2ZZ,QF56,23,awgn,-31.5,0.0,0.0,36,2026102036,0,,,,0.5117943110000027
VK2ZZ QF56 23,VK2ZZ,QF56,23,awgn,-31.5,0.0,0.0,37,2026102037,0,,,,0.5026219850000047
VK2ZZ QF56 23,VK2ZZ,QF56,23,awgn,-31.5,0.0,0.0,38,2026102038,0,,,,0.5040168469999955
VK2ZZ QF56 23,VK2ZZ,QF56,23,awgn,-31.5,0.0,0.0,40,2026102040,1,VK2ZZ QF56 23,-30,0,0.26393897399999844
VK2ZZ QF56 23,VK2ZZ,QF56,23,awgn,-31.5,0.0,0.0,43,2026102043,0,,,,0.041972745000002476
VK2ZZ QF56 23,VK2ZZ,QF56,23,awgn,-31.5,0.0,0.0,39,2026102039,0,,,,0.5098145669999994
VK2ZZ QF56 23,VK2ZZ,QF56,23,awgn,-31.5,0.0,0.0,41,2026102041,0,,,,0.4015027040000021
VK2ZZ QF56 23,VK2ZZ,QF56,23,awgn,-31.5,0.0,0.0,42,2026102042,1,VK2ZZ QF56 23,-32,0,0.3851622970000008
VK2ZZ QF56 23,VK2ZZ,QF56,23,awgn,-31.5,0.0,0.0,45,2026102045,1,VK2ZZ QF56 23,-31,0,0.3307385769999982
VK2ZZ QF56 23,VK2ZZ,QF56,23,awgn,-31.5,0.0,0.0,44,2026102044,0,,,,0.5141405030000001
VK2ZZ QF56 23,VK2ZZ,QF56,23,awgn,-31.5,0.0,0.0,46,2026102046,1,VK2ZZ QF56 23,-31,0,0.3260061209999989
VK2ZZ QF56 23,VK2ZZ,QF56,23,awgn,-31.5,0.0,0.0,47,2026102047,0,,,,0.4131562489999965
VK2ZZ QF56 23,VK2ZZ,QF56,23,awgn,-31.5,0.0,0.0,48,2026102048,0,,,,0.4145019750000003
VK2ZZ QF56 23,VK2ZZ,QF56,23,awgn,-31.5,0.0,0.0,50,2026102050,1,VK2ZZ QF56 23,-32,0,0.34916869899999625
VK2ZZ QF56 23,VK2ZZ,QF56,23,awgn,-31.5,0.0,0.0,51,2026102051,1,VK2ZZ QF56 23,-32,0,0.2163271160000022
VK2ZZ QF56 23,VK2ZZ,QF56,23,awgn,-31.5,0.0,0.0,49,2026102049,0,,,,0.5162906890000016
VK2ZZ QF56 23,VK2ZZ,QF56,23,awgn,-31.5,0.0,0.0,53,2026102053,1,VK2ZZ QF56 23,-31,0,0.32299460000000124
VK2ZZ QF56 23,VK2ZZ,QF56,23,awgn,-31.5,0.0,0.0,54,2026102054,1,VK2ZZ QF56 23,-32,0,0.34719596099999706
VK2ZZ QF56 23,VK2ZZ,QF56,23,awgn,-31.5,0.0,0.0,52,2026102052,0,,,,0.4838567429999969
VK2ZZ QF56 23,VK2ZZ,QF56,23,awgn,-31.5,0.0,0.0,56,2026102056,1,VK2ZZ QF56 23,-31,0,0.2414372940000007
VK2ZZ QF56 23,VK2ZZ,QF56,23,awgn,-31.5,0.0,0.0,55,2026102055,0,,,,0.5013341499999981
VK2ZZ QF56 23,VK2ZZ,QF56,23,awgn,-31.5,0.0,0.0,57,2026102057,0,,,,0.42064780900000187
VK2ZZ QF56 23,VK2ZZ,QF56,23,awgn,-31.5,0.0,0.0,59,2026102059,1,VK2ZZ QF56 23,-31,0,0.2213416379999984
VK2ZZ QF56 23,VK2ZZ,QF56,23,awgn,-31.5,0.0,0.0,58,2026102058,0,,,,0.40914621599999634
VK2ZZ QF56 23,VK2ZZ,QF56,23,awgn,-31.5,0.0,0.0,62,2026102062,1,VK2ZZ QF56 23,-30,0,0.1760556830000013
VK2ZZ QF56 23,VK2ZZ,QF56,23,awgn,-31.5,0.0,0.0,60,2026102060,0,,,,0.497767108000005
VK2ZZ QF56 23,VK2ZZ,QF56,23,awgn,-31.5,0.0,0.0,61,2026102061,1,VK2ZZ QF56 23,-30,0,0.35048083499999905
VK2ZZ QF56 23,VK2ZZ,QF56,23,awgn,-31.5,0.0,0.0,63,2026102063,1,VK2ZZ QF56 23,-32,0,0.31222007500000615
VK2ZZ QF56 23,VK2ZZ,QF56,23,awgn,-31.5,0.0,0.0,67,2026102067,0,,,,0.04295731199999864
VK2ZZ QF56 23,VK2ZZ,QF56,23,awgn,-31.5,0.0,0.0,64,2026102064,1,VK2ZZ QF56 23,-31,0,0.26347590799999665
VK2ZZ QF56 23,VK2ZZ,QF56,23,awgn,-31.5,0.0,0.0,68,2026102068,1,VK2ZZ QF56 23,-31,0,0.23999919599999942
VK2ZZ QF56 23,VK2ZZ,QF56,23,awgn,-31.5,0.0,0.0,65,2026102065,0,,,,0.4074742250000014
VK2ZZ QF56 23,VK2ZZ,QF56,23,awgn,-31.5,0.0,0.0,66,2026102066,0,,,,0.48177444900000665
VK2ZZ QF56 23,VK2ZZ,QF56,23,awgn,-31.5,0.0,0.0,69,2026102069,0,,,,0.4110736450000019
VK2ZZ QF56 23,VK2ZZ,QF56,23,awgn,-31.5,0.0,0.0,71,2026102071,1,VK2ZZ QF56 23,-30,0,0.25343667300000305
VK2ZZ QF56 23,VK2ZZ,QF56,23,awgn,-31.5,0.0,0.0,70,2026102070,0,,,,0.39839372799999495
VK2ZZ QF56 23,VK2ZZ,QF56,23,awgn,-31.5,0.0,0.0,72,2026102072,1,VK2ZZ QF56 23,-31,0,0.3344252419999947
VK2ZZ QF56 23,VK2ZZ,QF56,23,awgn,-31.5,0.0,0.0,73,2026102073,1,VK2ZZ QF56 23,-31,0,0.3360957419999977
VK2ZZ QF56 23,VK2ZZ,QF56,23,awgn,-31.5,0.0,0.0,74,2026102074,1,VK2ZZ QF56 23,-31,0,0.2857285329999968
VK2ZZ QF56 23,VK2ZZ,QF56,23,awgn,-31.5,0.0,0.0,75,2026102075,1,VK2ZZ QF56 23,-31,0,0.2594877280000034
VK2ZZ QF56 23,VK2ZZ,QF56,23,awgn,-31.5,0.0,0.0,78,2026102078,1,VK2ZZ QF56 23,-32,0,0.1417892070000022
VK2ZZ QF56 23,VK2ZZ,QF56,23,awgn,-31.5,0.0,0.0,76,2026102076,1,VK2ZZ QF56 23,-31,0,0.2508163930000009
VK2ZZ QF56 23,VK2ZZ,QF56,23,awgn,-31.5,0.0,0.0,80,2026102080,1,VK2ZZ QF56 23,-31,0,0.3329057600000027
VK2ZZ QF56 23,VK2ZZ,QF56,23,awgn,-31.5,0.0,0.0,77,2026102077,0,,,,0.5229606139999987
VK2ZZ QF56 23,VK2ZZ,QF56,23,awgn,-31.5,0.0,0.0,79,2026102079,0,,,,0.4262817469999973
VK2ZZ QF56 23,VK2ZZ,QF56,23,awgn,-31.5,0.0,0.0,81,2026102081,0,,,,0.4892491640000003
VK2ZZ QF56 23,VK2ZZ,QF56,23,awgn,-31.5,0.0,0.0,82,2026102082,1,VK2ZZ QF56 23,-31,0,0.23137840900000128
VK2ZZ QF56 23,VK2ZZ,QF56,23,awgn,-31.5,0.0,0.0,83,2026102083,1,VK2ZZ QF56 23,-31,0,0.24681814699999904
VK2ZZ QF56 23,VK2ZZ,QF56,23,awgn,-31.5,0.0,0.0,86,2026102086,1,VK2ZZ QF56 23,-31,0,0.22548841300000078
VK2ZZ QF56 23,VK2ZZ,QF56,23,awgn,-31.5,0.0,0.0,85,2026102085,1,VK2ZZ QF56 23,-32,0,0.3911968399999992
VK2ZZ QF56 23,VK2ZZ,QF56,23,awgn,-31.5,0.0,0.0,87,2026102087,1,VK2ZZ QF56 23,-31,0,0.3491665519999998
VK2ZZ QF56 23,VK2ZZ,QF56,23,awgn,-31.5,0.0,0.0,90,2026102090,0,,,,0.03751259100000226
VK2ZZ QF56 23,VK2ZZ,QF56,23,awgn,-31.5,0.0,0.0,91,2026102091,1,VK2ZZ QF56 23,-32,0,0.24074178200000063
VK2ZZ QF56 23,VK2ZZ,QF56,23,awgn,-31.5,0.0,0.0,84,2026102084,0,,,,0.8703648810000004
VK2ZZ QF56 23,VK2ZZ,QF56,23,awgn,-31.5,0.0,0.0,88,2026102088,0,,,,0.515370206
VK2ZZ QF56 23,VK2ZZ,QF56,23,awgn,-31.5,0.0,0.0,89,2026102089,0,,,,0.42526353800000294
VK2ZZ QF56 23,VK2ZZ,QF56,23,awgn,-31.5,0.0,0.0,92,2026102092,1,VK2ZZ QF56 23,-31,0,0.26129324599999393
VK2ZZ QF56 23,VK2ZZ,QF56,23,awgn,-31.5,0.0,0.0,96,2026102096,0,,,,0.04109652500000038
VK2ZZ QF56 23,VK2ZZ,QF56,23,awgn,-31.5,0.0,0.0,93,2026102093,1,VK2ZZ QF56 23,-31,0,0.2676356609999999
VK2ZZ QF56 23,VK2ZZ,QF56,23,awgn,-31.5,0.0,0.0,95,2026102095,1,VK2ZZ QF56 23,-31,0,0.3374518959999975
VK2ZZ QF56 23,VK2ZZ,QF56,23,awgn,-31.5,0.0,0.0,94,2026102094,0,,,,0.5108247650000024
VK2ZZ QF56 23,VK2ZZ,QF56,23,awgn,-31.5,0.0,0.0,97,2026102097,1,VK2ZZ QF56 23,-31,0,0.33719911300000405
VK2ZZ QF56 23,VK2ZZ,QF56,23,awgn,-31.5,0.0,0.0,98,2026102098,0,,,,0.41346300600000063
VK2ZZ QF56 23,VK2ZZ,QF56,23,awgn,-31.5,0.0,0.0,99,2026102099,1,VK2ZZ QF56 23,-32,0,0.32877713199999903
JA1QRS PM95 17,JA1QRS,PM95,17,awgn,-31.5,0.0,0.0,0,2026102000,1,JA1QRS PM95 17,-33,0,0.2888352280000035
JA1QRS PM95 17,JA1QRS,PM95,17,awgn,-31.5,0.0,0.0,2,2026102002,1,JA1QRS PM95 17,-31,0,0.25963187900000406
JA1QRS PM95 17,JA1QRS,PM95,17,awgn,-31.5,0.0,0.0,3,2026102003,1,JA1QRS PM95 17,-31,0,0.23298494899999866
JA1QRS PM95 17,JA1QRS,PM95,17,awgn,-31.5,0.0,0.0,6,2026102006,0,,,,0.04715346999999781
JA1QRS PM95 17,JA1QRS,PM95,17,awgn,-31.5,0.0,0.0,1,2026102001,0,,,,0.513827366000001
JA1QRS PM95 17,JA1QRS,PM95,17,awgn,-31.5,0.0,0.0,5,2026102005,1,JA1QRS PM95 17,-32,0,0.32423929499999815
JA1QRS PM95 17,JA1QRS,PM95,17,awgn,-31.5,0.0,0.0,4,2026102004,0,,,,0.4282889360000013
JA1QRS PM95 17,JA1QRS,PM95,17,awgn,-31.5,0.0,0.0,7,2026102007,0,,,,0.5239675870000013
JA1QRS PM95 17,JA1QRS,PM95,17,awgn,-31.5,0.0,0.0,9,2026102009,1,JA1QRS PM95 17,-32,0,0.32306894300000266
JA1QRS PM95 17,JA1QRS,PM95,17,awgn,-31.5,0.0,0.0,10,2026102010,1,JA1QRS PM95 17,-30,0,0.332843792999995
JA1QRS PM95 17,JA1QRS,PM95,17,awgn,-31.5,0.0,0.0,8,2026102008,0,,,,0.5220732980000022
JA1QRS PM95 17,JA1QRS,PM95,17,awgn,-31.5,0.0,0.0,13,2026102013,1,JA1QRS PM95 17,-30,0,0.23462475099999835
JA1QRS PM95 17,JA1QRS,PM95,17,awgn,-31.5,0.0,0.0,14,2026102014,1,JA1QRS PM95 17,-31,0,0.23043892900000174
JA1QRS PM95 17,JA1QRS,PM95,17,awgn,-31.5,0.0,0.0,11,2026102011,1,JA1QRS PM95 17,-30,0,0.37923597700000045
JA1QRS PM95 17,JA1QRS,PM95,17,awgn,-31.5,0.0,0.0,12,2026102012,0,,,,0.4168895600000013
JA1QRS PM95 17,JA1QRS,PM95,17,awgn,-31.5,0.0,0.0,15,2026102015,1,JA1QRS PM95 17,-31,0,0.3310744469999989
JA1QRS PM95 17,JA1QRS,PM95,17,awgn,-31.5,0.0,0.0,18,2026102018,1,JA1QRS PM95 17,-31,0,0.2338921459999952
JA1QRS PM95 17,JA1QRS,PM95,17,awgn,-31.5,0.0,0.0,17,2026102017,0,,,,0.4206662690000016
JA1QRS PM95 17,JA1QRS,PM95,17,awgn,-31.5,0.0,0.0,16,2026102016,0,,,,0.4974213619999972
JA1QRS PM95 17,JA1QRS,PM95,17,awgn,-31.5,0.0,0.0,20,2026102020,1,JA1QRS PM95 17,-32,0,0.23540352000000553
JA1QRS PM95 17,JA1QRS,PM95,17,awgn,-31.5,0.0,0.0,22,2026102022,1,JA1QRS PM95 17,-31,0,0.2352797690000017
JA1QRS PM95 17,JA1QRS,PM95,17,awgn,-31.5,0.0,0.0,19,2026102019,0,,,,0.41957571799999727
JA1QRS PM95 17,JA1QRS,PM95,17,awgn,-31.5,0.0,0.0,24,2026102024,0,,,,0.044179436000000294
JA1QRS PM95 17,JA1QRS,PM95,17,awgn,-31.5,0.0,0.0,21,2026102021,1,JA1QRS PM95 17,-32,0,0.33976029200000113
JA1QRS PM95 17,JA1QRS,PM95,17,awgn,-31.5,0.0,0.0,23,2026102023,1,JA1QRS PM95 17,-31,0,0.24013822399999896
JA1QRS PM95 17,JA1QRS,PM95,17,awgn,-31.5,0.0,0.0,25,2026102025,1,JA1QRS PM95 17,-31,0,0.25080640899999906
JA1QRS PM95 17,JA1QRS,PM95,17,awgn,-31.5,0.0,0.0,28,2026102028,1,JA1QRS PM95 17,-30,0,0.2583761500000037
JA1QRS PM95 17,JA1QRS,PM95,17,awgn,-31.5,0.0,0.0,26,2026102026,0,,,,0.4926673390000005
JA1QRS PM95 17,JA1QRS,PM95,17,awgn,-31.5,0.0,0.0,29,2026102029,1,JA1QRS PM95 17,-32,0,0.33866830400000225
JA1QRS PM95 17,JA1QRS,PM95,17,awgn,-31.5,0.0,0.0,27,2026102027,0,,,,0.5062624199999988
JA1QRS PM95 17,JA1QRS,PM95,17,awgn,-31.5,0.0,0.0,30,2026102030,1,JA1QRS PM95 17,-32,0,0.3296671689999968
JA1QRS PM95 17,JA1QRS,PM95,17,awgn,-31.5,0.0,0.0,33,2026102033,1,JA1QRS PM95 17,-32,0,0.13663931900000392
JA1QRS PM95 17,JA1QRS,PM95,17,awgn,-31.5,0.0,0.0,32,2026102032,1,JA1QRS PM95 17,-31,0,0.2373691239999971
JA1QRS PM95 17,JA1QRS,PM95,17,awgn,-31.5,0.0,0.0,31,2026102031,0,,,,0.3977506129999995
JA1QRS PM95 17,JA1QRS,PM95,17,awgn,-31.5,0.0,0.0,34,2026102034,1,JA1QRS PM95 17,-31,0,0.26026858900000605
JA1QRS PM95 17,JA1QRS,PM95,17,awgn,-31.5,0.0,0.0,35,2026102035,1,JA1QRS PM95 17,-32,0,0.32529482399999665
JA1QRS PM95 17,JA1QRS,PM95,17,awgn,-31.5,0.0,0.0,38,2026102038,1,JA1QRS PM95 17,-31,0,0.23061803099999878
JA1QRS PM95 17,JA1QRS,PM95,17,awgn,-31.5,0.0,0.0,40,2026102040,1,JA1QRS PM95 17,-31,0,0.048427834999998254
JA1QRS PM95 17,JA1QRS,PM95,17,awgn,-31.5,0.0,0.0,36,2026102036,0,,,,0.4957826189999963
JA1QRS PM95 17,JA1QRS,PM95,17,awgn,-31.5,0.0,0.0,37,2026102037,0,,,,0.52286538500001
JA1QRS PM95 17,JA1QRS,PM95,17,awgn,-31.5,0.0,0.0,43,2026102043,0,,,,0.05612145300000293
JA1QRS PM95 17,JA1QRS,PM95,17,awgn,-31.5,0.0,0.0,39,2026102039,0,,,,0.5053075060000012
JA1QRS PM95 17,JA1QRS,PM95,17,awgn,-31.5,0.0,0.0,42,2026102042,1,JA1QRS PM95 17,-32,0,0.35491449999999247
JA1QRS PM95 17,JA1QRS,PM95,17,awgn,-31.5,0.0,0.0,41,2026102041,0,,,,0.5124713829999976
JA1QRS PM95 17,JA1QRS,PM95,17,awgn,-31.5,0.0,0.0,44,2026102044,0,,,,0.4407020120000027
JA1QRS PM95 17,JA1QRS,PM95,17,awgn,-31.5,0.0,0.0,45,2026102045,0,,,,0.437683320000005
JA1QRS PM95 17,JA1QRS,PM95,17,awgn,-31.5,0.0,0.0,46,2026102046,1,JA1QRS PM95 17,-31,0,0.33649483499999633
JA1QRS PM95 17,JA1QRS,PM95,17,awgn,-31.5,0.0,0.0,47,2026102047,0,,,,0.4369976640000033
JA1QRS PM95 17,JA1QRS,PM95,17,awgn,-31.5,0.0,0.0,49,2026102049,1,JA1QRS PM95 17,-31,0,0.23460958699999424
JA1QRS PM95 17,JA1QRS,PM95,17,awgn,-31.5,0.0,0.0,48,2026102048,1,JA1QRS PM95 17,-31,0,0.3222810269999883
JA1QRS PM95 17,JA1QRS,PM95,17,awgn,-31.5,0.0,0.0,50,2026102050,1,JA1QRS PM95 17,-32,0,0.2628328880000055
JA1QRS PM95 17,JA1QRS,PM95,17,awgn,-31.5,0.0,0.0,51,2026102051,1,JA1QRS PM95 17,-32,0,0.2446140259999936
JA1QRS PM95 17,JA1QRS,PM95,17,awgn,-31.5,0.0,0.0,53,2026102053,1,JA1QRS PM95 17,-31,0,0.3231628509999922
JA1QRS PM95 17,JA1QRS,PM95,17,awgn,-31.5,0.0,0.0,52,2026102052,0,,,,0.4145870950000017
JA1QRS PM95 17,JA1QRS,PM95,17,awgn,-31.5,0.0,0.0,55,2026102055,1,JA1QRS PM95 17,-31,0,0.3240851220000138
JA1QRS PM95 17,JA1QRS,PM95,17,awgn,-31.5,0.0,0.0,54,2026102054,0,,,,0.5038847040000007
JA1QRS PM95 17,JA1QRS,PM95,17,awgn,-31.5,0.0,0.0,56,2026102056,1,JA1QRS PM95 17,-31,0,0.22596288100000095
JA1QRS PM95 17,JA1QRS,PM95,17,awgn,-31.5,0.0,0.0,58,2026102058,1,JA1QRS PM95 17,-31,0,0.15795376600000566
JA1QRS PM95 17,JA1QRS,PM95,17,awgn,-31.5,0.0,0.0,57,2026102057,0,,,,0.4044729239999896
JA1QRS PM95 17,JA1QRS,PM95,17,awgn,-31.5,0.0,0.0,59,2026102059,0,,,,0.510431595
JA1QRS PM95 17,JA1QRS,PM95,17,awgn,-31.5,0.0,0.0,60,2026102060,0,,,,0.498565243999991
JA1QRS PM95 17,JA1QRS,PM95,17,awgn,-31.5,0.0,0.0,62,2026102062,1,JA1QRS PM95 17,-31,0,0.3050862529999989
JA1QRS PM95 17,JA1QRS,PM95,17,awgn,-31.5,0.0,0.0,61,2026102061,0,,,,0.49533271500000353
JA1QRS PM95 17,JA1QRS,PM95,17,awgn,-31.5,0.0,0.0,63,2026102063,1,JA1QRS PM95 17,-32,0,0.30898765700000297
JA1QRS PM95 17,JA1QRS,PM95,17,awgn,-31.5,0.0,0.0,67,2026102067,0,,,,0.04203192500000341
JA1QRS PM95 17,JA1QRS,PM95,17,awgn,-31.5,0.0,0.0,64,2026102064,0,,,,0.40545671000000993
JA1QRS PM95 17,JA1QRS,PM95,17,awgn,-31.5,0.0,0.0,66,2026102066,1,JA1QRS PM95 17,-30,0,0.3397206730000022
JA1QRS PM95 17,JA1QRS,PM95,17,awgn,-31.5,0.0,0.0,65,2026102065,0,,,,0.3987620910000089
JA1QRS PM95 17,JA1QRS,PM95,17,awgn,-31.5,0.0,0.0,68,2026102068,1,JA1QRS PM95 17,-31,0,0.1481773640000057
JA1QRS PM95 17,JA1QRS,PM95,17,awgn,-31.5,0.0,0.0,71,2026102071,1,JA1QRS PM95 17,-30,0,0.12173545200001001
JA1QRS PM95 17,JA1QRS,PM95,17,awgn,-31.5,0.0,0.0,70,2026102070,1,JA1QRS PM95 17,-31,0,0.144484104
JA1QRS PM95 17,JA1QRS,PM95,17,awgn,-31.5,0.0,0.0,69,2026102069,0,,,,0.4202579329999878
JA1QRS PM95 17,JA1QRS,PM95,17,awgn,-31.5,0.0,0.0,74,2026102074,1,JA1QRS PM95 17,-32,0,0.3547867480000093
JA1QRS PM95 17,JA1QRS,PM95,17,awgn,-31.5,0.0,0.0,72,2026102072,0,,,,0.4880974679999923
JA1QRS PM95 17,JA1QRS,PM95,17,awgn,-31.5,0.0,0.0,75,2026102075,1,JA1QRS PM95 17,-32,0,0.25178731600000503
JA1QRS PM95 17,JA1QRS,PM95,17,awgn,-31.5,0.0,0.0,73,2026102073,0,,,,0.5236573600000014
JA1QRS PM95 17,JA1QRS,PM95,17,awgn,-31.5,0.0,0.0,76,2026102076,1,JA1QRS PM95 17,-31,0,0.2258415989999918
JA1QRS PM95 17,JA1QRS,PM95,17,awgn,-31.5,0.0,0.0,78,2026102078,1,JA1QRS PM95 17,-32,0,0.16807731599999443
JA1QRS PM95 17,JA1QRS,PM95,17,awgn,-31.5,0.0,0.0,77,2026102077,0,,,,0.39887529700000357
JA1QRS PM95 17,JA1QRS,PM95,17,awgn,-31.5,0.0,0.0,82,2026102082,0,,,,0.04113388100000748
JA1QRS PM95 17,JA1QRS,PM95,17,awgn,-31.5,0.0,0.0,79,2026102079,0,,,,0.4207213170000017
JA1QRS PM95 17,JA1QRS,PM95,17,awgn,-31.5,0.0,0.0,81,2026102081,1,JA1QRS PM95 17,-30,0,0.36128249899999787
JA1QRS PM95 17,JA1QRS,PM95,17,awgn,-31.5,0.0,0.0,80,2026102080,0,,,,0.5213906540000011
JA1QRS PM95 17,JA1QRS,PM95,17,awgn,-31.5,0.0,0.0,83,2026102083,0,,,,0.4199358259999997
JA1QRS PM95 17,JA1QRS,PM95,17,awgn,-31.5,0.0,0.0,85,2026102085,1,JA1QRS PM95 17,-31,0,0.27122835300001213
JA1QRS PM95 17,JA1QRS,PM95,17,awgn,-31.5,0.0,0.0,86,2026102086,1,JA1QRS PM95 17,-31,0,0.2571873730000078
JA1QRS PM95 17,JA1QRS,PM95,17,awgn,-31.5,0.0,0.0,84,2026102084,0,,,,0.5012643590000039
JA1QRS PM95 17,JA1QRS,PM95,17,awgn,-31.5,0.0,0.0,90,2026102090,0,,,,0.04682842500000106
JA1QRS PM95 17,JA1QRS,PM95,17,awgn,-31.5,0.0,0.0,89,2026102089,1,JA1QRS PM95 17,-31,0,0.3933418719999935
JA1QRS PM95 17,JA1QRS,PM95,17,awgn,-31.5,0.0,0.0,87,2026102087,0,,,,0.5276222090000005
JA1QRS PM95 17,JA1QRS,PM95,17,awgn,-31.5,0.0,0.0,88,2026102088,0,,,,0.5205922780000094
JA1QRS PM95 17,JA1QRS,PM95,17,awgn,-31.5,0.0,0.0,91,2026102091,1,JA1QRS PM95 17,-31,0,0.34526390500001014
JA1QRS PM95 17,JA1QRS,PM95,17,awgn,-31.5,0.0,0.0,93,2026102093,1,JA1QRS PM95 17,-31,0,0.1567032920000031
JA1QRS PM95 17,JA1QRS,PM95,17,awgn,-31.5,0.0,0.0,96,2026102096,0,,,,0.03750900900000431
JA1QRS PM95 17,JA1QRS,PM95,17,awgn,-31.5,0.0,0.0,95,2026102095,1,JA1QRS PM95 17,-31,0,0.23669826299999386
JA1QRS PM95 17,JA1QRS,PM95,17,awgn,-31.5,0.0,0.0,92,2026102092,0,,,,0.48874175599999603
