replicate,bDA,status,iterations,error
804,8.06478878694605,success,4,
805,8.209559311282817,success,5,
806,7.96143344192852,success,4,
807,7.792930223017261,success,4,
808,8.766625400603482,success,5,
809,8.03122252993094,success,4,
810,8.692966820930167,success,5,
811,8.14071192131969,success,4,
812,8.671290648658394,success,4,
813,6.4077216278264375,success,4,
814,7.627353123792628,success,4,
815,7.4025152878293365,success,4,
816,6.846623830575936,success,4,
817,6.54284920012281,success,5,
818,7.853171204344086,success,4,
819,7.29929841428232,success,4,
820,8.249595386105689,success,4,
821,8.553090849604477,success,5,
822,7.268426553613441,success,4,
823,7.459036715750876,success,4,
824,6.4968777121156425,success,4,
825,9.661002749242877,success,5,
826,7.72278752360287,success,4,
827,7.7236230770560095,success,4,
828,8.133605211420399,success,4,
829,7.806772915079951,success,4,
830,8.07949450817706,success,5,
831,8.17135044734191,success,4,
832,6.869498377037526,success,4,
833,7.618793406231803,success,4,
834,7.285315699007746,success,4,
835,8.50652916110215,success,4,
836,7.985179908942771,success,4,
837,7.519894824642904,success,4,
838,8.003238023423059,success,4,
839,8.601120030961484,success,5,
840,8.293827737444472,success,4,
841,7.646983708985327,success,4,
842,7.721275094331772,success,4,
843,8.010648231834914,success,4,
844,8.120237518938112,success,5,
845,7.064530332438308,success,4,
846,7.576484159878583,success,4,
847,8.048429704427686,success,4,
848,7.95797113735016,success,5,
849,7.8931536528254576,success,4,
850,7.568916440219699,success,4,
851,7.829390723342601,success,5,
852,7.17562344740362,success,4,
853,7.646706634795704,success,4,
854,8.969541138555131,success,5,
855,7.436156180059554,success,4,
856,7.025235422249213,success,4,
857,7.570045365490912,success,4,
858,8.290544698949573,success,5,
859,8.652130825614408,success,4,
860,6.92491387038503,success,4,
861,7.821057571484779,success,4,
862,7.882922312840003,success,5,
863,8.152563462579526,success,4,
864,6.964190858722426,success,5,
865,8.275290332585431,success,5,
866,7.940940214460036,success,4,
867,7.682948354363698,success,4,
868,7.18675948753053,success,4,
869,7.713253778171483,success,4,
870,7.512337928615938,success,4,
871,6.617591605387334,success,5,
872,7.280050297784288,success,4,
873,8.182861095500314,success,5,
874,7.185873689748499,success,4,
875,8.09126780753472,success,4,
876,7.427467929315285,success,4,
877,7.219402270623668,success,4,
878,8.295221879105078,success,4,
879,6.926522070251332,success,4,
880,7.969929198685853,success,4,
881,7.40304214586268,success,4,
882,7.819881376913402,success,4,
883,8.028186093737842,success,4,
884,8.548867596407996,success,4,
885,7.81543411890869,success,4,
886,7.091746540624083,success,4,
887,8.037375605212347,success,4,
888,7.051236700505152,success,4,
889,7.823765248867542,success,4,
890,6.612343616093545,success,4,
891,7.504966898481465,success,4,
892,8.371828247099554,success,4,
893,7.641885446345205,success,4,
894,7.496006875761162,success,5,
895,7.999293576509833,success,4,
896,7.691952802787962,success,4,
897,8.50762583088113,success,4,
898,7.839556024540087,success,4,
899,7.94252517867271,success,4,
900,9.0521476634848,success,4,
901,8.71829502996825,success,5,
902,7.078359695598624,success,5,
903,8.484888496871534,success,4,
904,7.283484700515,success,4,
905,6.707034127509948,success,4,
906,7.7702958842678305,success,5,
907,7.438805760277963,success,5,
908,9.033553825777213,success,5,
909,6.743025350012991,success,5,
910,6.794111830119045,success,5,
911,8.021733734906256,success,4,
912,7.852509287994718,success,4,
913,6.862848997225169,success,4,
914,8.99311532748417,success,4,
915,8.481874818930008,success,4,
916,8.764590401178173,success,4,
917,8.389515577872839,success,4,
918,7.170254353554893,success,5,
919,7.640812257212115,success,4,
920,7.40164712978015,success,4,
