replicate,mean_brier_amp_minus_phase
203,0.007034055223213853
204,0.004941478389853071
205,0.005205741723552585
206,0.0066848146239289604
207,0.007373715193610599
208,0.007777117674226802
209,0.005565211152106961
210,0.005714733393806789
211,0.005688026360380209
212,0.004940236619925741
213,0.005256146991318317
214,0.004303501670463935
215,0.0063806949399190386
216,0.006137332713946937
217,0.007165005902826986
218,0.007505671390652097
219,0.006187774689793492
220,0.006944721723778459
221,0.007026315598455843
222,0.00567419695085479
223,0.005419822780267311
224,0.005915929290482139
225,0.006810475977499709
226,0.004946322613197032
227,0.005411212730975184
228,0.0050382256599718475
229,0.006709280060279129
230,0.004762916134980685
231,0.004410630147492743
232,0.005504543906527849
233,0.005060367995435446
234,0.005288715941234157
235,0.006563099258135982
236,0.00721101237469451
237,0.005490931088063672
238,0.0043198773683046695
239,0.008602639576179497
240,0.006004639626873963
241,0.004050892866092718
242,0.006185416776513617
243,0.00470914386036793
244,0.005824037253506433
245,0.005179009953632646
246,0.005281382131325429
247,0.0045213483868267335
248,0.005874221508229869
249,0.006167788806303258
250,0.007359022978353127
251,0.0062750387960803745
252,0.006247174503432197
253,0.0034060021002102025
254,0.007290579159179764
255,0.006702704543005209
256,0.0042780998294304545
257,0.005587240922540828
258,0.006044970987293416
259,0.006221259387344778
260,0.005158989414919157
261,0.0047026151671613
262,0.004796484569377536
263,0.005575454843374184
264,0.00733291262290737
265,0.005228884014056876
266,0.00681247940107635
267,0.007263480310324385
268,0.005091872624391295
269,0.006465973171859505
270,0.006760893389749434
271,0.0064551696594917895
272,0.008693157796244877
273,0.006661535520151338
274,0.007152402055827096
275,0.007526186838324588
276,0.004505813824336372
277,0.004700385321038622
278,0.006622119299393515
279,0.008113329900851753
280,0.00631823533187956
281,0.0066359151548212834
282,0.004114758820928711
283,0.0043334064682394305
284,0.005801977002952962
285,0.006230023948852316
286,0.0059460281755094576
287,0.008714514120540362
288,0.006723576497372553
289,0.0056455030667510245
290,0.005963559876097161
291,0.005274928454971877
292,0.005638779141167893
293,0.005628711742391124
294,0.006034753367580616
295,0.007342664629916936
296,0.004265874992397124
297,0.00609277561883982
298,0.005707992724870734
299,0.00591049987888731
300,0.006749766182961961
301,0.004925837467157218
302,0.006365574411466186
303,0.006680663328767307
304,0.004056461566409239
305,0.006773100683691343
306,0.005360023318731282
307,0.008119392480632124
308,0.00856809969782774
309,0.006615412426373715
310,0.005095989012210302
311,0.006421359767026065
312,0.0049351487782527525
313,0.007531762160964428
314,0.005861875233153373
315,0.0071991172134778835
316,0.005759800760498434
317,0.003922526912892058
318,0.0044527562070514875
